 file_name                                     func_name  total_time  avg_time  min_time  max_time  call_count
----------  --------------------------------------------  ----------  --------  --------  --------  ----------
./myapp.py  post_vote                                       20.63984   0.00388   0.00069   0.63094        5319
./myapp.py  set_vote_keyword_count_cache_by_candidate_id     4.25472   0.00099    0.0003    0.2063        4278
./myapp.py  set_voted_count_cache                             1.4728   0.00034     2e-05   0.00469        4278
./myapp.py  set_cache                                        1.44935   0.00034     1e-05   0.00467        4278
./myapp.py  db                                               0.38443     7e-05     7e-05   0.00028        5322
./myapp.py  teardown                                         0.37993     7e-05     3e-05   0.00087        5323
./myapp.py  set_vote_count_cache_by_candidate_id             0.26836     6e-05     2e-05   0.00274        4278
./myapp.py  get_cache                                        0.21146     5e-05     1e-05   0.00217        4287
./myapp.py  get_index                                        0.13672   0.13672   0.13672   0.13672           1
./myapp.py  get_voted_count_cache                            0.12714     3e-05     2e-05   0.00215        4283
./myapp.py  <dictcomp>                                       0.05475     1e-05     1e-05     5e-05        5319
./myapp.py  get_candidate                                    0.04657   0.02329   0.00637   0.04021           2
./myapp.py  get_political_party                               0.0416    0.0416    0.0416    0.0416           1
./myapp.py  get_initialize                                   0.01704   0.01704   0.01704   0.01704           1
./myapp.py  get_voice_of_supporter_by_id                     0.01385   0.00693   0.00553   0.00832           2
./myapp.py  <listcomp>                                        0.0123   0.00246     1e-05    0.0052           5
./myapp.py  get_vote_keyword_count_cache_by_candidate_id     0.01221   0.00407   0.00242   0.00706           3
./myapp.py  unquote_cached                                    0.0122   0.00407   0.00295   0.00517           3
./myapp.py  get_voice_of_supporter                           0.01203   0.01203   0.01203   0.01203           1
./myapp.py  get_candidate_id_by_name                         0.00933         0         0     3e-05        5318
./myapp.py  get_election_results                             0.00166   0.00083   0.00082   0.00083           2
./myapp.py  get_vote_count_cache_by_candidate_id              0.0011   0.00028     3e-05   0.00053           4
./myapp.py  db_initialize                                    0.00057   0.00057   0.00057   0.00057           1
./myapp.py  <lambda>                                           4e-05     1e-05         0     2e-05           3
./myapp.py  get_candidate_by_id                                1e-05         0         0         0           3
./myapp.py  get_all_party_name                                     0         0         0         0           1
