 file_name                                     func_name  total_time  avg_time  min_time  max_time  call_count
----------  --------------------------------------------  ----------  --------  --------  --------  ----------
./myapp.py  post_vote                                       20.26191   0.00344   0.00082   0.01022        5896
./myapp.py  get_vote_keyword_count_cache_by_candidate_id    11.54674   0.05272   0.00032   0.19899         219
./myapp.py  get_political_party                              9.30692   0.12749   0.04074   0.20366          73
./myapp.py  get_voice_of_supporter                           9.12585   0.12501    0.0111   0.20169          73
./myapp.py  set_vote_keyword_count_cache_by_candidate_id     4.00761   0.00085   0.00029   0.00479        4736
./myapp.py  get_candidate                                    2.80504   0.01921   0.00105   0.03729         146
./myapp.py  get_voice_of_supporter_by_id                     2.66537   0.01826   0.00042   0.02853         146
./myapp.py  set_cache                                        1.23836   0.00026     1e-05   0.00386        4736
./myapp.py  set_voted_count_cache                              1.199   0.00025     2e-05   0.00437        4736
./myapp.py  get_index                                        0.97328   0.00451   0.00336   0.15083         216
./myapp.py  db                                               0.44235     7e-05     7e-05   0.00026        6043
./myapp.py  teardown                                         0.44027     7e-05     3e-05   0.00176        6330
./myapp.py  set_vote_count_cache_by_candidate_id             0.35784     8e-05     2e-05   0.00255        4736
./myapp.py  get_cache                                        0.31804     6e-05     1e-05   0.00239        5178
./myapp.py  get_election_results                             0.27339   0.00095   0.00079   0.00303         289
./myapp.py  get_vote_count_cache_by_candidate_id             0.17383    0.0004     3e-05   0.00269         435
./myapp.py  get_voted_count_cache                            0.13314     3e-05     2e-05    0.0006        4744
./myapp.py  <dictcomp>                                        0.0598     1e-05     1e-05   0.00013        5896
./myapp.py  <listcomp>                                       0.02086     6e-05         0   0.00744         365
./myapp.py  get_initialize                                   0.01695   0.01695   0.01695   0.01695           1
./myapp.py  unquote_cached                                   0.01496   0.00187   0.00027   0.00741           8
./myapp.py  get_candidate_id_by_name                         0.01048         0         0   0.00014        5895
./myapp.py  <lambda>                                         0.00646     1e-05         0   0.00037         505
./myapp.py  get_all_party_name                               0.00155     1e-05         0   0.00036         216
./myapp.py  get_candidate_by_id                              0.00089         0         0     6e-05         219
./myapp.py  db_initialize                                    0.00053   0.00053   0.00053   0.00053           1
