 file_name                                     func_name  total_time  avg_time  min_time  max_time  call_count
----------  --------------------------------------------  ----------  --------  --------  --------  ----------
./myapp.py  post_vote                                       11.96597   0.00226   0.00045   0.09921        5293
./myapp.py  get_user_cache                                   4.27512   0.00081   0.00028   0.02303        5292
./myapp.py  set_vote_keyword_count_cache_by_candidate_id      3.5651   0.00084   0.00027   0.00454        4249
./myapp.py  set_cache                                        2.47295   0.00058     1e-05   0.00468        4250
./myapp.py  clear_index_page_cache                           1.42314   0.00033     1e-05   0.00442        4249
./myapp.py  set_voted_count_cache                            1.12625   0.00027     2e-05   0.00468        4249
./myapp.py  set_vote_count_cache_by_candidate_id             0.24346     6e-05     2e-05   0.00185        4249
./myapp.py  get_cache                                        0.21767     5e-05     1e-05   0.00346        4259
./myapp.py  get_index                                        0.15513   0.15513   0.15513   0.15513           1
./myapp.py  get_voted_count_cache                            0.13194     3e-05     2e-05   0.00173        4255
./myapp.py  <dictcomp>                                       0.05579     1e-05     1e-05   0.00063        5292
./myapp.py  get_candidate                                    0.04417   0.02209   0.00642   0.03776           2
./myapp.py  get_political_party                              0.03491   0.03491   0.03491   0.03491           1
./myapp.py  get_voice_of_supporter_by_id                     0.01752   0.00876   0.00567   0.01185           2
./myapp.py  get_initialize                                   0.01685   0.01685   0.01685   0.01685           1
./myapp.py  <listcomp>                                       0.01147   0.00229     1e-05   0.00879           5
./myapp.py  unquote_cached                                   0.01138   0.00379   0.00052   0.00876           3
./myapp.py  get_vote_keyword_count_cache_by_candidate_id     0.01025   0.00342   0.00267   0.00432           3
./myapp.py  get_candidate_id_by_name                         0.01007         0         0     2e-05        5292
./myapp.py  get_voice_of_supporter                            0.0053    0.0053    0.0053    0.0053           1
./myapp.py  get_election_results                             0.00168   0.00084   0.00083   0.00084           2
./myapp.py  get_vote_count_cache_by_candidate_id              0.0011   0.00027     3e-05   0.00052           4
./myapp.py  <lambda>                                           4e-05     1e-05         0     2e-05           3
./myapp.py  set_index_page_cache                               4e-05     4e-05     4e-05     4e-05           1
./myapp.py  get_candidate_by_id                                1e-05         0         0     1e-05           3
./myapp.py  get_index_page_cache                               1e-05     1e-05     1e-05     1e-05           1
./myapp.py  db_initialize                                          0         0         0         0           1
./myapp.py  get_all_party_name                                     0         0         0         0           1
